Year,ID,National,Position,PY,WY,CE/PL/UPL,Sex,R&D/Non R&D,WP,Birth,SCHLafterEPY,School,CORE,LP,RCMD,Performance,EDU,EmployBenifits,Retention,Married,HP,Core,Jobtype,Fresh/Exprnc,Transferred,PromotionCandidate,Promotion,Incentive,Retire
2012,lg0001,0,P2,4,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1973,N,A,N,N,N,0,Bachelor,N,N,3,N,N,A,1,N,Y,N,0,0
2012,lg0002,1,P2,3,3,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0003,1,P3,6,3,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1974,N,A,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,Y,N,1,0
2012,lg0004,1,P2,2,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,A,N,N,N,0,Bachelor,N,N,9,N,N,A,1,N,N,N,1,0
2012,lg0005,1,P1,1,1,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1983,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,1,0
2012,lg0006,1,P2,2,8,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Bachelor,N,N,7,N,N,A,0,N,N,N,1,0
2012,lg0007,1,P3,6,7,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1973,N,T1,N,N,N,0,Master,N,N,0,N,Y,A,1,N,Y,N,2,0
2012,lg0008,1,P3,6,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1973,N,T3,N,N,N,0,Bachelor,N,N,12,N,N,A,1,N,Y,N,0,0
2012,lg0009,1,P2,4,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1975,N,A,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0010,1,P3,5,0,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1969,N,A,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0011,1,P3,6,0,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1973,N,T2,N,N,N,0,Bachelor,N,N,11,N,N,A,1,N,Y,N,2,0
2012,lg0012,1,P3,6,9,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Master,N,N,8,N,N,A,0,N,Y,N,0,0
2012,lg0013,1,P3,6,8,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,8,N,N,A,1,N,Y,N,0,0
2012,lg0014,1,P2,4,8,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,5,N,N,A,0,N,Y,Y,0,0
2012,lg0015,1,P3,5,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T4,N,N,N,0,Bachelor,N,N,1,N,N,A,1,N,Y,N,0,0
2012,lg0016,1,P3,7,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1970,N,T3,N,N,N,0,Bachelor,N,N,10,N,N,A,1,N,Y,N,0,0
2012,lg0017,1,P3,3,0,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1970,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0018,1,A,1,29,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1957,N,A,N,N,N,0,Doctor,N,N,28,N,N,B,0,N,N,N,0,0
2012,lg0019,0,P1,3,2,Current_employee,Male,R&D,Twin B/D(LGEKR),1983,N,A,N,N,N,0,Bachelor,N,N,1,N,N,A,0,N,N,N,0,0
2012,lg0020,1,P3,7,11,Current_employee,Male,R&D,Twin B/D(LGEKR),1971,N,T1,N,N,N,0,Master,N,N,11,N,N,A,0,N,Y,N,0,0
2012,lg0021,1,P2,1,7,Current_employee,Male,R&D,Twin B/D(LGEKR),1976,N,T2,N,N,N,0,Master,N,N,8,N,N,A,0,N,N,N,0,0
2012,lg0022,1,P1,4,3,Current_employee,Female,R&D,Twin B/D(LGEKR),1985,N,T3,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,Y,Y,0,0
2012,lg0023,1,P3,5,1,Current_employee,Male,R&D,Twin B/D(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,7,N,N,A,1,N,Y,N,0,0
2012,lg0024,1,P3,5,0,Current_employee,Male,R&D,Twin B/D(LGEKR),1975,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0025,1,P3,3,16,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1969,N,A,N,N,N,0,Master,N,N,17,N,Y,A,0,N,N,N,1,0
2012,lg0026,1,P3,9,16,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1968,N,T4,N,N,N,0,Bachelor,N,N,9,N,N,A,0,N,Y,N,0,0
2012,lg0027,1,P3,5,9,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1972,N,T1,N,N,N,0,Master,N,N,8,N,N,A,0,N,Y,N,0,0
2012,lg0028,1,P3,5,9,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T2,N,N,N,0,Master,N,N,9,N,N,A,0,N,Y,N,1,0
2012,lg0029,1,P2,3,8,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Bachelor,N,N,4,N,N,A,0,N,N,N,1,0
2012,lg0030,1,P2,4,6,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Bachelor,N,N,2,N,N,A,1,N,Y,Y,1,0
2012,lg0031,1,P2,4,3,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Master,N,N,7,N,N,A,1,N,Y,Y,0,0
2012,lg0032,1,P2,2,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Bachelor,N,N,3,N,N,A,1,N,N,N,0,0
2012,lg0033,1,P3,6,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1974,N,A,N,N,N,0,Master,N,N,13,N,N,A,1,N,Y,N,1,0
2012,lg0034,1,P2,4,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Bachelor,N,N,3,N,N,A,1,N,Y,Y,0,0
2012,lg0035,1,P3,7,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1974,N,A,N,N,N,0,Master,N,N,14,N,N,C,1,N,Y,N,2,0
2012,lg0036,1,D,1,18,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1969,N,A,N,N,N,0,Master,N,N,17,N,N,B,0,N,N,N,0,0
2012,lg0037,1,P3,1,12,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1970,N,T4,N,N,N,0,Master,N,N,13,N,N,A,0,N,N,N,0,1
2012,lg0038,1,P3,6,11,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Bachelor,N,N,8,N,N,A,0,N,Y,N,0,1
2012,lg0039,1,P3,6,11,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1971,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,1,0
2012,lg0040,1,P3,5,11,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1975,N,T3,N,N,N,0,Bachelor,N,N,3,N,N,A,0,N,Y,N,1,0
2012,lg0041,1,P2,4,5,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1972,N,T2,N,N,N,0,Bachelor,N,N,7,N,N,A,1,N,Y,Y,1,0
2012,lg0042,1,P2,1,4,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1979,N,T4,N,N,N,0,Two-year college,N,N,2,N,N,A,0,N,N,N,0,0
2012,lg0043,1,P3,1,2,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1975,N,A,N,N,N,0,Master,N,N,0,N,N,C,1,N,N,N,1,0
2012,lg0044,1,P3,9,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1973,N,T1,N,N,N,0,Master,N,N,11,N,N,A,1,N,Y,Y,0,0
2012,lg0045,1,P2,14,20,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1962,N,T2,N,N,N,0,Master,N,N,21,N,N,A,0,N,Y,N,0,0
2012,lg0046,1,P3,7,8,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Bachelor,N,N,8,N,Y,A,1,N,Y,N,0,0
2012,lg0047,1,P2,2,8,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0048,1,P3,2,7,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1971,N,A,N,N,N,0,null,N,N,8,N,N,A,1,N,N,N,0,0
2012,lg0049,1,P2,1,5,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Master,N,N,3,N,N,A,0,N,N,N,1,0
2012,lg0050,1,P3,6,5,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Doctor,N,N,9,N,N,A,0,N,Y,N,0,0
2012,lg0051,1,P3,6,5,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1977,N,T1,N,N,N,0,Doctor,N,N,0,N,N,A,0,N,Y,N,1,0
2012,lg0052,1,P3,6,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1972,N,A,N,N,N,0,Master,N,N,12,N,N,A,1,N,Y,N,0,0
2012,lg0053,1,P2,3,0,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1984,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2012,lg0054,0,P2,1,4,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1979,N,A,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0055,0,P3,6,3,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1979,N,A,N,N,N,0,Bachelor,N,N,2,N,N,A,1,N,Y,N,0,0
2012,lg0056,0,P2,3,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1980,N,A,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0057,1,P3,7,21,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1963,N,T4,N,N,N,0,Master,N,N,24,N,N,A,0,N,N,N,0,0
2012,lg0058,1,P3,1,10,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1970,N,T4,N,N,N,0,Master,N,N,13,N,N,A,1,N,N,N,0,0
2012,lg0059,1,P3,7,6,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1975,N,A,N,N,N,0,Master,N,N,10,N,N,A,1,N,Y,N,0,0
2012,lg0060,1,P2,1,6,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,A,N,N,N,0,Master,N,N,6,N,N,A,0,N,N,N,0,0
2012,lg0061,1,P3,5,2,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,A,N,N,N,0,Master,N,N,0,N,N,C,1,N,Y,N,0,1
2012,lg0062,1,P2,3,1,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1983,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,1
2012,lg0063,1,P2,1,1,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1982,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,1
2012,lg0064,1,P2,3,1,Current_employee,Female,R&D,Seocho R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,0,0
2012,lg0065,1,P3,6,14,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1973,N,T4,N,N,N,0,Bachelor,N,N,7,N,N,A,0,N,Y,N,0,0
2012,lg0066,1,P3,4,12,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1969,N,T1,N,N,N,0,Doctor,N,N,15,N,N,A,1,N,N,N,1,0
2012,lg0067,1,P3,5,7,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Bachelor,N,N,6,N,N,A,1,N,Y,N,0,0
2012,lg0068,1,P2,2,5,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1975,N,T2,N,N,N,0,Master,N,N,5,N,N,A,1,N,N,N,0,0
2012,lg0069,1,P3,8,21,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1964,N,T3,N,N,N,0,Master,N,N,19,N,Y,A,1,N,N,N,0,0
2012,lg0070,1,P3,8,14,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1969,N,T4,N,N,N,0,Master,N,N,0,N,N,A,0,N,Y,N,0,0
2012,lg0071,1,P3,1,10,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1969,N,T4,N,N,N,0,Bachelor,N,N,16,N,N,A,0,N,N,N,2,0
2012,lg0072,1,P2,2,7,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Master,N,N,2,N,N,A,0,N,N,N,0,0
2012,lg0073,1,P3,5,6,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1973,N,T4,N,N,N,0,Bachelor,N,N,8,N,N,A,1,N,Y,N,1,0
2012,lg0074,1,P2,3,4,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1975,N,T3,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0075,1,P1.A,7,2,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1985,N,T4,N,N,N,0,Two-year college,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0076,1,P2,2,0,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1978,N,T4,N,N,N,0,Bachelor,N,N,3,N,N,A,1,N,N,N,1,0
2012,lg0077,1,P1,4,0,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1982,N,T1,N,N,N,0,Bachelor,N,N,2,N,N,A,1,N,Y,Y,1,0
2012,lg0078,1,D,1,23,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1959,N,A,N,N,N,0,Master,N,N,23,N,N,B,1,N,N,N,0,0
2012,lg0079,1,P3,10,23,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1964,N,A,N,N,N,0,Master,N,N,19,N,N,A,0,N,N,N,0,0
2012,lg0080,1,P3,4,18,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1969,N,T1,N,N,N,0,Master,N,N,15,N,N,A,0,N,N,N,0,0
2012,lg0081,1,P3,8,22,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1969,N,T4,N,N,N,0,Bachelor,N,N,18,N,N,A,0,N,Y,Y,1,0
2012,lg0082,1,P3,6,18,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1967,N,T2,N,N,N,0,Bachelor,N,N,14,N,N,A,0,N,N,N,0,1
2012,lg0083,1,P2,5,9,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Two-year college,N,N,10,N,N,A,0,N,Y,N,0,0
2012,lg0084,1,P2,3,6,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Master,N,N,5,N,N,A,0,N,N,N,1,0
2012,lg0085,1,P1.A,9,5,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1982,N,T4,N,N,N,0,Two-year college,N,N,0,N,N,A,0,N,Y,N,0,0
2012,lg0086,1,P1,2,1,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0087,1,P1,2,1,Current_employee,Female,Non R&D,Gasan R&D Campus(LGEKR),1986,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0088,1,P1,2,0,Current_employee,Male,Non R&D,Gasan R&D Campus(LGEKR),1984,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,N,N,1,0
2012,lg0089,1,P2,1,10,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Two-year college,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0090,1,P3,11,6,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1961,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0091,1,P2,12,4,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1954,N,T3,N,N,N,0,Bachelor,N,N,9,N,N,A,1,N,Y,N,0,0
2012,lg0092,1,P3,9,4,Current_employee,Male,Non R&D,Umyeon R&D Campus(LGEKR),1960,N,T4,N,N,N,0,Master,N,N,23,N,N,A,1,N,Y,N,0,0
2012,lg0093,1,P1.A,6,4,Current_employee,Male,Non R&D,Umyeon R&D Campus(LGEKR),1985,N,T4,N,N,N,0,Two-year college,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0094,1,P2,5,1,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1964,N,T4,N,N,N,0,Bachelor,N,N,17,N,N,A,1,N,Y,Y,0,0
2012,lg0095,1,P3,11,27,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1959,N,T4,N,N,N,0,High School,N,N,28,N,N,A,0,N,Y,N,0,0
2012,lg0096,1,P3,16,23,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1953,N,T4,N,N,N,0,Bachelor,N,N,32,N,N,A,1,N,N,N,0,0
2012,lg0097,1,P3,4,19,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1966,N,T2,N,N,N,0,Bachelor,N,N,15,N,N,A,0,N,N,N,0,0
2012,lg0098,1,P3,6,11,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1972,N,T2,N,N,N,0,Bachelor,N,N,10,N,N,A,0,N,Y,N,0,0
2012,lg0099,1,P1,1,7,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1977,N,T4,N,N,N,0,null,N,N,1,N,N,A,0,N,N,N,0,0
2012,lg0100,1,P1,1,6,Current_employee,Female,Non R&D,Anyang Lab(LGEKR),1965,N,T4,N,N,N,0,null,N,N,0,N,N,C,1,N,N,N,0,0
2012,lg0101,1,P1,2,6,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1982,N,T4,N,N,N,0,Two-year college,N,N,0,N,N,A,0,N,N,N,1,0
2012,lg0102,1,P2,3,5,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1982,N,T4,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,1,0
2012,lg0103,1,P1,4,4,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1979,N,T4,N,N,N,0,Bachelor,N,N,2,N,N,A,0,N,Y,Y,0,0
2012,lg0104,1,P3,6,1,Current_employee,Male,Non R&D,Anyang Lab(LGEKR),1965,N,T4,N,N,N,0,Master,N,N,18,N,N,A,1,N,Y,N,0,0
2012,lg0105,1,P3,6,10,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1975,N,A,N,N,N,0,Master,N,N,6,N,N,A,0,N,Y,N,0,0
2012,lg0106,1,P3,7,10,Current_employee,Male,R&D,Umyeon R&D Campus(LGEKR),1972,N,T4,N,N,N,0,null,N,N,11,N,N,A,0,N,Y,N,0,0
2012,lg0107,1,P2,3,9,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,2,0
2012,lg0108,1,P2,3,7,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,6,N,N,A,1,N,N,N,0,0
2012,lg0109,1,P3,1,7,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1972,N,A,N,N,N,0,Master,N,N,13,N,Y,A,1,N,N,N,1,0
2012,lg0110,1,P2,4,6,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1971,N,T1,N,N,N,0,Bachelor,N,N,7,N,N,A,1,N,Y,Y,0,0
2012,lg0111,1,P2,3,5,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,2,N,N,A,0,N,N,N,1,0
2012,lg0112,1,P2,3,4,Current_employee,Male,R&D,Seocho R&D Campus(LGEKR),1976,N,T1,N,N,N,0,Master,N,N,3,N,N,A,1,N,N,N,0,0
2012,lg0113,1,P2,6,5,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1967,N,T1,N,N,N,0,Doctor,N,N,15,N,N,A,1,N,N,N,0,0
2012,lg0114,1,P3,5,12,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1972,N,T4,N,N,N,0,Bachelor,N,N,1,N,N,A,0,N,Y,N,0,0
2012,lg0115,1,P3,6,9,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1974,N,T1,N,N,N,0,Master,N,N,5,N,Y,A,0,N,Y,N,1,0
2012,lg0116,1,P2,2,7,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1976,N,A,N,N,N,0,Master,N,N,7,N,N,A,0,N,N,N,1,0
2012,lg0117,1,P3,5,7,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1974,N,T3,N,N,N,0,Bachelor,N,N,6,N,N,A,1,N,Y,N,1,0
2012,lg0118,1,P2,3,6,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1982,N,T3,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,1,0
2012,lg0119,1,P2,3,6,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1979,N,T2,N,N,N,0,Bachelor,N,N,4,N,N,A,0,N,N,N,1,0
2012,lg0120,1,P2,3,5,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Bachelor,N,N,4,N,N,A,0,N,N,N,1,0
2012,lg0121,1,P2,1,5,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1978,N,T1,N,N,N,0,Bachelor,N,N,5,N,N,A,1,N,N,N,0,0
2012,lg0122,1,P2,3,5,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1982,N,T3,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0123,1,P2,1,5,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0124,1,P2,4,2,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1980,N,A,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0125,1,P3,5,2,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1976,N,T2,N,N,N,0,Master,N,N,3,N,N,A,1,N,Y,N,0,1
2012,lg0126,1,P2,2,1,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1980,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,0
2012,lg0127,1,P1,4,1,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1983,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,1,N,Y,Y,0,0
2012,lg0128,1,P3,6,12,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1975,N,T1,N,N,N,0,Bachelor,N,N,9,N,N,A,0,N,Y,N,1,0
2012,lg0129,1,P3,7,6,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1972,N,T1,N,N,N,0,Master,N,N,5,N,N,A,1,N,Y,N,1,0
2012,lg0130,1,P2,2,6,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1977,N,T3,N,N,N,0,Master,N,N,5,N,N,A,0,N,N,N,1,0
2012,lg0131,1,P1,4,2,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1980,N,T4,N,N,N,0,Bachelor,N,N,3,N,N,A,1,N,Y,N,0,1
2012,lg0132,1,P1,2,2,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1984,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0133,1,P2,2,0,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1981,N,T1,N,N,N,0,Master,N,N,0,N,N,A,1,N,N,N,0,1
2012,lg0134,1,P3,1,7,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1971,N,T2,N,N,N,0,Master,N,N,15,N,N,A,1,N,N,N,1,0
2012,lg0135,1,P2,5,5,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1979,N,T1,N,N,N,0,Master,N,N,4,N,N,A,0,N,Y,Y,1,0
2012,lg0136,1,P1,4,3,Current_employee,Female,Non R&D,Seocho R&D Campus(LGEKR),1981,N,T4,N,N,N,0,Bachelor,N,N,1,N,N,A,1,N,Y,N,0,1
2012,lg0137,1,P1,1,1,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1985,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,1,0
2012,lg0138,1,P1,1,0,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1984,N,T1,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
2012,lg0139,1,P3,6,26,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1961,N,T2,N,N,N,0,Bachelor,N,N,22,N,N,A,0,N,N,N,0,0
2012,lg0140,1,P3,9,23,Current_employee,Male,Non R&D,Umyeon R&D Campus(LGEKR),1964,N,T4,N,N,N,0,High School,N,N,19,N,N,A,1,N,Y,N,0,0
2012,lg0141,1,P3,8,21,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1967,N,T4,N,N,N,0,High School,N,N,19,N,N,A,0,N,Y,N,1,0
2012,lg0142,1,P3,4,20,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1966,N,T4,N,N,N,0,Bachelor,N,N,12,N,N,A,0,N,N,N,1,0
2012,lg0143,1,P2,8,18,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1969,N,T4,N,N,N,0,High School,N,N,16,N,N,A,0,N,Y,N,0,0
2012,lg0144,1,P2,8,16,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1970,N,T4,N,N,N,0,High School,N,N,15,N,N,A,0,N,Y,N,1,0
2012,lg0145,1,P2,1,11,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1975,N,T4,N,N,N,0,Two-year college,N,N,8,N,N,A,0,N,N,N,0,0
2012,lg0146,1,P3,6,11,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1974,N,T2,N,N,N,0,Master,N,N,0,N,N,A,1,N,Y,N,0,0
2012,lg0147,1,P2,3,9,Current_employee,Male,Non R&D,Umyeon R&D Campus(LGEKR),1977,N,T4,N,N,N,0,Bachelor,N,N,8,N,N,A,0,N,N,N,0,0
2012,lg0148,1,P1,5,8,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1978,N,T4,N,N,N,0,Two-year college,N,N,3,N,N,A,0,N,Y,Y,1,0
2012,lg0149,1,P2,1,7,Current_employee,Male,Non R&D,Seocho R&D Campus(LGEKR),1978,N,T2,N,N,N,0,Bachelor,N,N,0,N,N,A,0,N,N,N,0,0
